"","ring_id","datetime_trunc","year","reporting_type","dt","time","layer_1_vout","layer_1_concentration","layer_1_setpoint","layer_2_vout","layer_2_concentration","layer_2_setpoint","wind_speed","wind_direction","sector","O3_on","leaf_wetness","file_source","number_of_records","datetime","Range_flag"
"87662",0,2019-08-11 01:58:00,"2019","M","08/11/2019","01:58:58",0,1004,600,"0.00","0",0,0,125,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 01:58:58,"layer_1_concentration"
"87663",0,2019-08-11 01:59:00,"2019","M","08/11/2019","01:59:58",0,1014,600,"0.00","0",0,0,64,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 01:59:58,"layer_1_concentration"
"87664",0,2019-08-11 02:00:00,"2019","M","08/11/2019","02:00:58",0,1011,600,"0.00","0",0,0,307,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:00:58,"layer_1_concentration"
"87665",0,2019-08-11 02:01:00,"2019","M","08/11/2019","02:01:58",0,1012,600,"0.00","0",0,0,283,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:01:58,"layer_1_concentration"
"87666",0,2019-08-11 02:02:00,"2019","M","08/11/2019","02:02:58",0,1015,600,"0.00","0",0,0,324,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:02:58,"layer_1_concentration"
"87667",0,2019-08-11 02:03:00,"2019","M","08/11/2019","02:03:58",0,1023,600,"0.00","0",0,0,360,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:03:58,"layer_1_concentration"
"87668",0,2019-08-11 02:04:00,"2019","M","08/11/2019","02:04:58",0,1018,600,"0.00","0",0,0,28,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:04:58,"layer_1_concentration"
"87669",0,2019-08-11 02:05:00,"2019","M","08/11/2019","02:05:58",0,1025,600,"0.00","0",0,0,328,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:05:58,"layer_1_concentration"
"87670",0,2019-08-11 02:06:00,"2019","M","08/11/2019","02:06:58",0,1013,600,"0.00","0",0,0,346,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:06:58,"layer_1_concentration"
"87671",0,2019-08-11 02:07:00,"2019","M","08/11/2019","02:07:58",0,1026,600,"0.00","0",0,0,354,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:07:58,"layer_1_concentration"
"87672",0,2019-08-11 02:08:00,"2019","M","08/11/2019","02:08:58",0,1024,600,"0.00","0",0,0,361,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:08:58,"layer_1_concentration"
"87673",0,2019-08-11 02:09:00,"2019","M","08/11/2019","02:09:58",0,1007,600,"0.00","0",0,0,360,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:09:58,"layer_1_concentration"
"87682",0,2019-08-11 02:18:00,"2019","M","08/11/2019","02:18:58",0,1002,600,"0.00","0",0,0,184,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:18:58,"layer_1_concentration"
"87683",0,2019-08-11 02:19:00,"2019","M","08/11/2019","02:19:58",0,1013,600,"0.00","0",0,0,184,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:19:58,"layer_1_concentration"
"87684",0,2019-08-11 02:20:00,"2019","M","08/11/2019","02:20:58",0,1012,600,"0.00","0",0,0,185,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:20:58,"layer_1_concentration"
"87685",0,2019-08-11 02:21:00,"2019","M","08/11/2019","02:21:58",0,1027,600,"0.00","0",0,0,184,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:21:58,"layer_1_concentration"
"87686",0,2019-08-11 02:22:00,"2019","M","08/11/2019","02:22:58",0,1035,600,"0.00","0",0,0,184,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:22:58,"layer_1_concentration"
"87687",0,2019-08-11 02:23:00,"2019","M","08/11/2019","02:23:58",0,1030,600,"0.00","0",0,0,209,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:23:58,"layer_1_concentration"
"87688",0,2019-08-11 02:24:00,"2019","M","08/11/2019","02:24:58",0,1018,600,"0.00","0",0,0,67,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:24:58,"layer_1_concentration"
"87689",0,2019-08-11 02:25:00,"2019","M","08/11/2019","02:25:58",0,1032,600,"0.00","0",0,0,65,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:25:58,"layer_1_concentration"
"87691",0,2019-08-11 02:27:00,"2019","M","08/11/2019","02:27:58",0,1024,600,"0.00","0",0,0,76,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:27:58,"layer_1_concentration"
"87692",0,2019-08-11 02:28:00,"2019","M","08/11/2019","02:28:58",0,1013,600,"0.00","0",0,0,76,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:28:58,"layer_1_concentration"
"87693",0,2019-08-11 02:29:00,"2019","M","08/11/2019","02:29:58",0,1018,600,"0.00","0",0,0,76,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:29:58,"layer_1_concentration"
"87694",0,2019-08-11 02:30:00,"2019","M","08/11/2019","02:30:58",0,1019,600,"0.00","0",0,0,76,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:30:58,"layer_1_concentration"
"87695",0,2019-08-11 02:31:00,"2019","M","08/11/2019","02:31:58",0,1042,600,"0.00","0",0,0,90,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:31:58,"layer_1_concentration"
"87696",0,2019-08-11 02:32:00,"2019","M","08/11/2019","02:32:58",0,1146,600,"0.00","0",0,0,91,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:32:58,"layer_1_concentration"
"87697",0,2019-08-11 02:33:00,"2019","M","08/11/2019","02:33:58",0,1285,600,"0.00","0",0,0,90,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:33:58,"layer_1_concentration"
"87698",0,2019-08-11 02:34:00,"2019","M","08/11/2019","02:34:58",0,1177,600,"0.00","0",0,0,129,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:34:58,"layer_1_concentration"
"87699",0,2019-08-11 02:35:00,"2019","M","08/11/2019","02:35:58",0,1097,600,"0.00","0",0,0,136,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:35:58,"layer_1_concentration"
"87700",0,2019-08-11 02:36:00,"2019","M","08/11/2019","02:36:58",0,1107,600,"0.00","0",0,0,162,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:36:58,"layer_1_concentration"
"87701",0,2019-08-11 02:37:00,"2019","M","08/11/2019","02:37:58",0,1111,600,"0.00","0",0,0,167,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:37:58,"layer_1_concentration"
"87702",0,2019-08-11 02:38:00,"2019","M","08/11/2019","02:38:58",0,1131,600,"0.00","0",0,0,167,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:38:58,"layer_1_concentration"
"87703",0,2019-08-11 02:39:00,"2019","M","08/11/2019","02:39:58",0,1143,600,"0.00","0",0,0,176,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:39:58,"layer_1_concentration"
"87704",0,2019-08-11 02:40:00,"2019","M","08/11/2019","02:40:58",0,1148,600,"0.00","0",0,0,190,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:40:58,"layer_1_concentration"
"87705",0,2019-08-11 02:41:00,"2019","M","08/11/2019","02:41:58",0,1154,600,"0.00","0",0,0,213,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:41:58,"layer_1_concentration"
"87706",0,2019-08-11 02:42:00,"2019","M","08/11/2019","02:42:58",0,1155,600,"0.00","0",0,0,213,5,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:42:58,"layer_1_concentration"
"87707",0,2019-08-11 02:43:00,"2019","M","08/11/2019","02:43:58",0,1171,600,"0.00","0",0,0,213,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:43:58,"layer_1_concentration"
"87708",0,2019-08-11 02:44:00,"2019","M","08/11/2019","02:44:58",0,1161,600,"0.00","0",0,0,213,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:44:58,"layer_1_concentration"
"87709",0,2019-08-11 02:45:00,"2019","M","08/11/2019","02:45:58",0,1146,600,"0.00","0",0,0,231,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:45:58,"layer_1_concentration"
"87710",0,2019-08-11 02:46:00,"2019","M","08/11/2019","02:46:58",0,1135,600,"0.00","0",0,0,241,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:46:58,"layer_1_concentration"
"87711",0,2019-08-11 02:47:00,"2019","M","08/11/2019","02:47:58",0,1133,600,"0.00","0",0,0,249,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:47:58,"layer_1_concentration"
"87712",0,2019-08-11 02:48:00,"2019","M","08/11/2019","02:48:58",0,1128,600,"0.00","0",0,0,254,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:48:58,"layer_1_concentration"
"87713",0,2019-08-11 02:49:00,"2019","M","08/11/2019","02:49:58",0,1127,600,"0.00","0",0,0,276,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:49:58,"layer_1_concentration"
"87714",0,2019-08-11 02:50:00,"2019","M","08/11/2019","02:50:58",0,1107,600,"0.00","0",0,0,292,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:50:58,"layer_1_concentration"
"87715",0,2019-08-11 02:51:00,"2019","M","08/11/2019","02:51:58",0,1083,600,"0.00","0",0,0,304,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:51:58,"layer_1_concentration"
"87716",0,2019-08-11 02:52:00,"2019","M","08/11/2019","02:52:58",0,1065,600,"0.00","0",0,0,300,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:52:58,"layer_1_concentration"
"87717",0,2019-08-11 02:53:00,"2019","M","08/11/2019","02:53:58",0,1063,600,"0.00","0",0,0,304,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:53:58,"layer_1_concentration"
"87718",0,2019-08-11 02:54:00,"2019","M","08/11/2019","02:54:58",0,1066,600,"0.00","0",0,0,303,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:54:58,"layer_1_concentration"
"87719",0,2019-08-11 02:55:00,"2019","M","08/11/2019","02:55:58",0,1095,600,"0.00","0",0,0,294,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:55:58,"layer_1_concentration"
"87720",0,2019-08-11 02:56:00,"2019","M","08/11/2019","02:56:58",0,1089,600,"0.00","0",0,0,292,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:56:58,"layer_1_concentration"
"87721",0,2019-08-11 02:57:00,"2019","M","08/11/2019","02:57:58",0,1074,600,"0.00","0",0,0,290,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:57:58,"layer_1_concentration"
"87722",0,2019-08-11 02:58:00,"2019","M","08/11/2019","02:58:58",0,1091,600,"0.00","0",0,0,294,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:58:58,"layer_1_concentration"
"87723",0,2019-08-11 02:59:00,"2019","M","08/11/2019","02:59:58",0,1093,600,"0.00","0",0,0,293,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 02:59:58,"layer_1_concentration"
"87724",0,2019-08-11 03:00:00,"2019","M","08/11/2019","03:00:58",0,1074,600,"0.00","0",0,0,278,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:00:58,"layer_1_concentration"
"87725",0,2019-08-11 03:01:00,"2019","M","08/11/2019","03:01:58",0,1108,600,"0.00","0",0,0,186,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:01:58,"layer_1_concentration"
"87726",0,2019-08-11 03:02:00,"2019","M","08/11/2019","03:02:58",0,1084,600,"0.00","0",0,0,162,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:02:58,"layer_1_concentration"
"87727",0,2019-08-11 03:03:00,"2019","M","08/11/2019","03:03:58",0,1091,600,"0.00","0",0,0,139,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:03:58,"layer_1_concentration"
"87728",0,2019-08-11 03:04:00,"2019","M","08/11/2019","03:04:58",0,1268,600,"0.00","0",0,0,114,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:04:58,"layer_1_concentration"
"87729",0,2019-08-11 03:05:00,"2019","M","08/11/2019","03:05:58",0,1156,600,"0.00","0",0,0,108,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:05:58,"layer_1_concentration"
"87730",0,2019-08-11 03:06:00,"2019","M","08/11/2019","03:06:58",0,1222,600,"0.00","0",0,0,105,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:06:58,"layer_1_concentration"
"87731",0,2019-08-11 03:07:00,"2019","M","08/11/2019","03:07:58",0,1299,600,"0.00","0",0,0,73,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:07:58,"layer_1_concentration"
"87732",0,2019-08-11 03:08:00,"2019","M","08/11/2019","03:08:58",0,1222,600,"0.00","0",0,0,74,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:08:58,"layer_1_concentration"
"87733",0,2019-08-11 03:09:00,"2019","M","08/11/2019","03:09:58",0,1138,600,"0.00","0",0,0,67,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:09:58,"layer_1_concentration"
"87734",0,2019-08-11 03:10:00,"2019","M","08/11/2019","03:10:58",0,1099,600,"0.00","0",0,0,65,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:10:58,"layer_1_concentration"
"87735",0,2019-08-11 03:11:00,"2019","M","08/11/2019","03:11:58",0,1087,600,"0.00","0",0,0,51,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:11:58,"layer_1_concentration"
"87736",0,2019-08-11 03:12:00,"2019","M","08/11/2019","03:12:58",0,1044,600,"0.00","0",0,0,40,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:12:58,"layer_1_concentration"
"87737",0,2019-08-11 03:13:00,"2019","M","08/11/2019","03:13:58",0,1045,600,"0.00","0",0,0,44,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:13:58,"layer_1_concentration"
"87738",0,2019-08-11 03:14:00,"2019","M","08/11/2019","03:14:58",0,1055,600,"0.00","0",0,0,35,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:14:58,"layer_1_concentration"
"87739",0,2019-08-11 03:15:00,"2019","M","08/11/2019","03:15:58",0,1044,600,"0.00","0",0,0,24,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:15:58,"layer_1_concentration"
"87740",0,2019-08-11 03:16:00,"2019","M","08/11/2019","03:16:58",0,1003,600,"0.00","0",0,0,36,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:16:58,"layer_1_concentration"
"87741",0,2019-08-11 03:17:00,"2019","M","08/11/2019","03:17:58",0,1038,600,"0.00","0",0,0,42,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:17:58,"layer_1_concentration"
"87742",0,2019-08-11 03:18:00,"2019","M","08/11/2019","03:18:58",0,1037,600,"0.00","0",0,0,90,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:18:58,"layer_1_concentration"
"87743",0,2019-08-11 03:19:00,"2019","M","08/11/2019","03:19:58",0,1013,600,"0.00","0",0,0,126,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:19:58,"layer_1_concentration"
"87745",0,2019-08-11 03:21:00,"2019","M","08/11/2019","03:21:58",0,1027,600,"0.00","0",0,0,144,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:21:58,"layer_1_concentration"
"87746",0,2019-08-11 03:22:00,"2019","M","08/11/2019","03:22:58",0,1096,600,"0.00","0",0,0,144,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:22:58,"layer_1_concentration"
"87747",0,2019-08-11 03:23:00,"2019","M","08/11/2019","03:23:58",0,1069,600,"0.00","0",0,0,144,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:23:58,"layer_1_concentration"
"87748",0,2019-08-11 03:24:00,"2019","M","08/11/2019","03:24:58",0,1071,600,"0.00","0",0,0,74,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:24:58,"layer_1_concentration"
"87749",0,2019-08-11 03:25:00,"2019","M","08/11/2019","03:25:58",0,1065,600,"0.00","0",0,0,72,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:25:58,"layer_1_concentration"
"87750",0,2019-08-11 03:26:00,"2019","M","08/11/2019","03:26:58",0,1059,600,"0.00","0",0,0,6,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:26:58,"layer_1_concentration"
"87751",0,2019-08-11 03:27:00,"2019","M","08/11/2019","03:27:58",0,1056,600,"0.00","0",0,0,3,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:27:58,"layer_1_concentration"
"87752",0,2019-08-11 03:28:00,"2019","M","08/11/2019","03:28:58",0,1045,600,"0.00","0",0,0,362,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:28:58,"layer_1_concentration"
"87753",0,2019-08-11 03:29:00,"2019","M","08/11/2019","03:29:58",0,1045,600,"0.00","0",0,0,352,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:29:58,"layer_1_concentration"
"87754",0,2019-08-11 03:30:00,"2019","M","08/11/2019","03:30:58",0,1056,600,"0.00","0",0,0,6,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:30:58,"layer_1_concentration"
"87755",0,2019-08-11 03:31:00,"2019","M","08/11/2019","03:31:58",0,1017,600,"0.00","0",0,0,18,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 03:31:58,"layer_1_concentration"
"87862",0,2019-08-11 05:18:00,"2019","M","08/11/2019","05:18:58",0,1009,600,"0.00","0",0,0,129,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 05:18:58,"layer_1_concentration"
"87863",0,2019-08-11 05:19:00,"2019","M","08/11/2019","05:19:58",0,1065,600,"0.00","0",0,0,129,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081119.csv",1438,2019-08-11 05:19:58,"layer_1_concentration"
"94904",0,2019-08-16 02:40:00,"2019","M","08/16/2019","02:40:02",0,1049,600,"0.00","0",0,0,106,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 02:40:02,"layer_1_concentration"
"94953",0,2019-08-16 03:29:00,"2019","M","08/16/2019","03:29:02",0,1009,600,"0.00","0",0,0,171,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 03:29:02,"layer_1_concentration"
"94954",0,2019-08-16 03:30:00,"2019","M","08/16/2019","03:30:02",0,1083,600,"0.00","0",0,0,166,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 03:30:02,"layer_1_concentration"
"94982",0,2019-08-16 03:58:00,"2019","M","08/16/2019","03:58:02",0,1006,600,"0.00","0",0,0,78,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 03:58:02,"layer_1_concentration"
"94983",0,2019-08-16 03:59:00,"2019","M","08/16/2019","03:59:02",0,1029,600,"0.00","0",0,0,69,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 03:59:02,"layer_1_concentration"
"95033",0,2019-08-16 04:49:00,"2019","M","08/16/2019","04:49:02",0,1054,600,"0.00","0",0,0,146,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 04:49:02,"layer_1_concentration"
"95034",0,2019-08-16 04:50:00,"2019","M","08/16/2019","04:50:02",0,1040,600,"0.00","0",0,0,146,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 04:50:02,"layer_1_concentration"
"95035",0,2019-08-16 04:51:00,"2019","M","08/16/2019","04:51:02",0,1039,600,"0.00","0",0,0,147,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 04:51:02,"layer_1_concentration"
"95036",0,2019-08-16 04:52:00,"2019","M","08/16/2019","04:52:02",0,1032,600,"0.00","0",0,0,139,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 04:52:02,"layer_1_concentration"
"95037",0,2019-08-16 04:53:00,"2019","M","08/16/2019","04:53:02",0,1016,600,"0.00","0",0,0,138,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_081619.csv",1024,2019-08-16 04:53:02,"layer_1_concentration"
