,reporting_type,ring_id,dt,time,layer_1_vout,layer_1_concentration,layer_1_setpoint,layer_2_vout,layer_2_concentration,layer_2_setpoint,wind_speed,wind_direction,sector,O3_on,leaf_wetness,file_source,number_of_records,Range_flag,evaluator,replacement_value,explanation
357530,M,3,8/10/2019,2:17:13,0,1033,600,0,0,0,0,73,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357531,M,3,8/10/2019,2:18:13,0,1014,600,0,0,0,0,65,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357532,M,3,8/10/2019,2:19:13,0,1029,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357533,M,3,8/10/2019,2:20:13,0,1014,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357534,M,3,8/10/2019,2:21:13,0,1015,600,0,0,0,0,67,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357535,M,3,8/10/2019,2:22:13,0,1034,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357536,M,3,8/10/2019,2:23:13,0,1037,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357537,M,3,8/10/2019,2:24:13,0,1037,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357538,M,3,8/10/2019,2:25:13,0,1049,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357539,M,3,8/10/2019,2:26:13,0,1054,600,0,0,0,0,65,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357540,M,3,8/10/2019,2:27:13,0,1062,600,0,0,0,0,66,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357541,M,3,8/10/2019,2:28:13,0,1076,600,0,0,0,0,200,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357542,M,3,8/10/2019,2:29:13,0,1085,600,0,0,0,0,243,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357543,M,3,8/10/2019,2:30:13,0,1093,600,0,0,0,0,257,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357544,M,3,8/10/2019,2:31:13,0,1096,600,0,0,0,0,255,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357545,M,3,8/10/2019,2:32:13,0,1060,600,0,0,0,0,248,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357546,M,3,8/10/2019,2:33:13,0,1072,600,0,0,0,0,262,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357547,M,3,8/10/2019,2:34:13,0,1072,600,0,0,0,0,265,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357548,M,3,8/10/2019,2:35:13,0,1083,600,0,0,0,0,268,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357549,M,3,8/10/2019,2:36:13,0,1077,600,0,0,0,0,323,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357550,M,3,8/10/2019,2:37:13,0,1083,600,0,0,0,0,309,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357551,M,3,8/10/2019,2:38:13,0,1080,600,0,0,0,0,275,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357552,M,3,8/10/2019,2:39:13,0,1084,600,0,0,0,0,267,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357553,M,3,8/10/2019,2:40:13,0,1098,600,0,0,0,0,283,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357554,M,3,8/10/2019,2:41:13,0,1107,600,0,0,0,0,291,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357555,M,3,8/10/2019,2:42:13,0,1103,600,0,0,0,0,301,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357556,M,3,8/10/2019,2:43:13,0,1101,600,0,0,0,0,298,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357557,M,3,8/10/2019,2:44:13,0,1109,600,0,0,0,0,307,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357558,M,3,8/10/2019,2:45:13,0,1093,600,0,0,0,0,319,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357559,M,3,8/10/2019,2:46:13,0,1074,600,0,0,0,0,324,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357560,M,3,8/10/2019,2:47:13,0,1078,600,0,0,0,0,322,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357561,M,3,8/10/2019,2:48:13,0,1081,600,0,0,0,0,312,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357562,M,3,8/10/2019,2:49:13,0,1048,600,0,0,0,0,284,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357563,M,3,8/10/2019,2:50:13,0,1033,600,0,0,0,0,259,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357564,M,3,8/10/2019,2:51:13,0,1049,600,0,0,0,0,307,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357565,M,3,8/10/2019,2:52:13,0,1064,600,0,0,0,0,339,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357566,M,3,8/10/2019,2:53:13,0,1055,600,0,0,0,0,0,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357567,M,3,8/10/2019,2:54:13,0,1045,600,0,0,0,0,0,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357568,M,3,8/10/2019,2:55:13,0,1065,600,0,0,0,0,0,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357569,M,3,8/10/2019,2:56:13,0,1077,600,0,0,0,0,0,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357570,M,3,8/10/2019,2:57:13,0,1080,600,0,0,0,0,0,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357571,M,3,8/10/2019,2:58:13,0,1087,600,0,0,0,0,323,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357572,M,3,8/10/2019,2:59:13,0,1095,600,0,0,0,0,336,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357573,M,3,8/10/2019,3:00:13,0,1107,600,0,0,0,0,18,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357574,M,3,8/10/2019,3:01:13,0,1124,600,0,0,0,0,14,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357575,M,3,8/10/2019,3:02:13,0,1145,600,0,0,0,0,0,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357576,M,3,8/10/2019,3:03:13,0,1144,600,0,0,0,0,44,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357577,M,3,8/10/2019,3:04:13,0,1152,600,0,0,0,0,11,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357578,M,3,8/10/2019,3:05:13,0,1158,600,0,0,0,0,15,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357579,M,3,8/10/2019,3:06:13,0,1163,600,0,0,0,0,15,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357580,M,3,8/10/2019,3:07:13,0,1168,600,0,0,0,0,363,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357581,M,3,8/10/2019,3:08:13,0,1173,600,0,0,0,0,3,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357582,M,3,8/10/2019,3:09:13,0,1168,600,0,0,0,0,340,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357583,M,3,8/10/2019,3:10:13,0,1170,600,0,0,0,0,350,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357584,M,3,8/10/2019,3:11:13,0,1164,600,0,0,0,0,347,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357585,M,3,8/10/2019,3:12:13,0,1160,600,0,0,0,0,352,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357586,M,3,8/10/2019,3:13:13,0,1088,600,0,0,0,0,348,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357587,M,3,8/10/2019,3:14:13,0,1081,600,0,0,0,0,348,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357588,M,3,8/10/2019,3:15:13,0,1088,600,0,0,0,0,224,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357589,M,3,8/10/2019,3:16:13,0,1064,600,0,0,0,0,250,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357590,M,3,8/10/2019,3:17:13,0,1023,600,0,0,0,0,259,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357591,M,3,8/10/2019,3:18:13,0,1023,600,0,0,0,0,278,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357593,M,3,8/10/2019,3:20:13,0,1003,600,0,0,0,0,300,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357594,M,3,8/10/2019,3:21:13,0,1020,600,0,0,0,0,320,8,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
357595,M,3,8/10/2019,3:22:13,0,1011,600,0,0,0,0,331,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358638,M,3,8/10/2019,20:47:14,0,1028,600,0,0,0,0,237,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358639,M,3,8/10/2019,20:48:14,0,1004,600,0,0,0,0,237,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358648,M,3,8/10/2019,20:57:14,0,1022,600,0,0,0,0,146,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358649,M,3,8/10/2019,20:58:14,0,1063,600,0,0,0,0,146,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358650,M,3,8/10/2019,20:59:14,0,1064,600,0,0,0,0,153,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358651,M,3,8/10/2019,21:00:14,0,1025,600,0,0,0,0,176,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358652,M,3,8/10/2019,21:01:14,0,1041,600,0,0,0,0,176,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358653,M,3,8/10/2019,21:02:14,0,1050,600,0,0,0,0,207,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358654,M,3,8/10/2019,21:03:14,0,1068,600,0,0,0,0,207,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358655,M,3,8/10/2019,21:04:14,0,1054,600,0,0,0,0,204,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358656,M,3,8/10/2019,21:05:14,0,1015,600,0,0,0,0,171,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358661,M,3,8/10/2019,21:10:14,0,1009,600,0,0,0,0,158,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358663,M,3,8/10/2019,21:12:14,0,1028,600,0,0,0,0,185,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358664,M,3,8/10/2019,21:13:14,0,1005,600,0,0,0,0,184,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358667,M,3,8/10/2019,21:16:14,0,1013,600,0,0,0,0,185,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358669,M,3,8/10/2019,21:18:14,0,1087,600,0,0,0,0,145,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358670,M,3,8/10/2019,21:19:14,0,1101,600,0,0,0,0,155,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358671,M,3,8/10/2019,21:20:14,0,1097,600,0,0,0,0,158,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358672,M,3,8/10/2019,21:21:14,0,1078,600,0,0,0,0,169,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358674,M,3,8/10/2019,21:23:14,0,1060,600,0,0,0,0,171,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358675,M,3,8/10/2019,21:24:14,0,1108,600,0,0,0,0,171,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358676,M,3,8/10/2019,21:25:14,0,1110,600,0,0,0,0,191,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358677,M,3,8/10/2019,21:26:14,0,1108,600,0,0,0,0,199,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358678,M,3,8/10/2019,21:27:14,0,1073,600,0,0,0,0,213,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358679,M,3,8/10/2019,21:28:14,0,1064,600,0,0,0,0,212,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358680,M,3,8/10/2019,21:29:14,0,1037,600,0,0,0,0,212,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358681,M,3,8/10/2019,21:30:14,0,1027,600,0,0,0,0,240,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358682,M,3,8/10/2019,21:31:14,0,1064,600,0,0,0,0,241,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358683,M,3,8/10/2019,21:32:14,0,1073,600,0,0,0,0,241,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358684,M,3,8/10/2019,21:33:14,0,1109,600,0,0,0,0,260,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358685,M,3,8/10/2019,21:34:14,0,1115,600,0,0,0,0,253,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358686,M,3,8/10/2019,21:35:14,0,1083,600,0,0,0,0,216,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358687,M,3,8/10/2019,21:36:14,0,1087,600,0,0,0,0,175,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358688,M,3,8/10/2019,21:37:14,0,1064,600,0,0,0,0,142,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358689,M,3,8/10/2019,21:38:14,0,1004,600,0,0,0,0,131,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358690,M,3,8/10/2019,21:39:14,0,1123,600,0,0,0,0,126,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358691,M,3,8/10/2019,21:40:14,0,1133,600,0,0,0,0,136,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358692,M,3,8/10/2019,21:41:14,0,1155,600,0,0,0,0,145,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358693,M,3,8/10/2019,21:42:14,0,1114,600,0,0,0,0,145,5,0,0,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358694,M,3,8/10/2019,21:43:14,0,1131,600,0,0,0,0,144,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358695,M,3,8/10/2019,21:44:14,0,1105,600,0,0,0,0,203,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358696,M,3,8/10/2019,21:45:14,0,1032,600,0,0,0,0,231,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358697,M,3,8/10/2019,21:46:14,0,1075,600,0,0,0,0,266,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358698,M,3,8/10/2019,21:47:14,0,1061,600,0,0,0,0,275,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358699,M,3,8/10/2019,21:48:14,0,1015,600,0,0,0,0,248,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358700,M,3,8/10/2019,21:49:14,0,1047,600,0,0,0,0,240,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358701,M,3,8/10/2019,21:50:14,0,1036,600,0,0,0,0,250,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358704,M,3,8/10/2019,21:53:14,0,1032,600,0,0,0,0,255,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358705,M,3,8/10/2019,21:54:14,0,1012,600,0,0,0,0,254,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358706,M,3,8/10/2019,21:55:14,0,1073,600,0,0,0,0,299,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358707,M,3,8/10/2019,21:56:14,0,1112,600,0,0,0,0,342,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358708,M,3,8/10/2019,21:57:14,0,1083,600,0,0,0,0,337,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358709,M,3,8/10/2019,21:58:14,0,1057,600,0,0,0,0,351,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358710,M,3,8/10/2019,21:59:14,0,1052,600,0,0,0,0,340,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358711,M,3,8/10/2019,22:00:14,0,1063,600,0,0,0,0,333,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358712,M,3,8/10/2019,22:01:14,0,1044,600,0,0,0,0,338,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358713,M,3,8/10/2019,22:02:14,0,1034,600,0,0,0,0,340,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358714,M,3,8/10/2019,22:03:14,0,1015,600,0,0,0,0,338,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358715,M,3,8/10/2019,22:04:14,0,1017,600,0,0,0,0,339,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358716,M,3,8/10/2019,22:05:14,0,1020,600,0,0,0,0,336,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358717,M,3,8/10/2019,22:06:14,0,1006,600,0,0,0,0,329,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358718,M,3,8/10/2019,22:07:14,0,1019,600,0,0,0,0,327,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
358719,M,3,8/10/2019,22:08:14,0,1033,600,0,0,0,0,311,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv,1437,layer_1_concentration,,,
